Stand	Plot	TreeID	x_DBH_local_TLS	y_DBH_local_TLS	dbh_TLS	h_TLS	cra_TLS	dbh_field	h_field
158	158_1	801	0.573817	1.792774	28.442196	22.01151	9.199	30.4	26.7
158	158_1	802	3.150176	2.916312	31.912389	25.03321	13.144	34.2	26.5
158	158_2	811	-0.858076	-0.282253	21.718698	19.10772	9.244	22.8	22.1
158	158_2	813	-1.115293	3.11301	27.131993	20.86121	10.703	29.2	22.5
158	158_2	814	2.961433	0.865683	28.518317	19.82571	11.298	29	21.5
158	158_2	809	1.498612	-7.123076	32.018819	18.95273	11.252	34.3	22.6
158	158_2	812	-2.683065	4.000603	33.646785	19.33767	7.896	35.9	25.4
158	158_2	810	1.243148	-1.882408	36.138551	20.54103	9.51	37	23.4
158	158_3	819	1.040097	-2.133951	20.516964	15.00979	6.054	22.4	18.9
158	158_3	815	-0.964177	3.343651	20.68336	17.94182	7.381	21.7	18.6
158	158_3	818	4.073441	-4.930067	23.320482	20.55792	8.475	23.4	21.1
158	158_3	817	3.248011	0.527806	30.4289	18.72418	11.424	32.6	21.3
158	158_3	821	-4.465837	-5.992937	30.685953	23.03578	8.853	32.2	23.8
158	158_3	816	5.539148	2.865155	31.654239	21.49333	10.996	33.5	21.5
158	158_3	822	-6.091451	-5.28377	34.725244	21.26125	5.584	35.5	25.4
158	158_3	820	-3.397989	-3.775502	34.973587	22.04531	11.321	37.1	24
158	158_4	825	-1.219977	6.982205	21.141314	21.55255	14.223	22.1	21.8
158	158_4	826	1.962354	4.829279	22.94866	20.47011	14.116	23.9	21.2
158	158_4	827	2.828149	1.679202	24.141014	21.54085	11.386	25	22.3
158	158_4	831	-0.935666	-1.664549	24.144621	21.24525	15.115	24.8	21.6
158	158_4	823	-3.174544	1.844444	24.825312	20.02546	14.705	25.6	20.5
158	158_4	824	-2.139811	5.552955	25.117412	22.94989	7.98	25.9	23.3
158	158_4	832	-6.209341	-0.340013	25.297071	21.05927	19.581	26.7	21.7
158	158_4	829	4.713123	-7.448676	25.544228	21.74348	19.758	26.8	21.4
158	158_4	830	0.775961	-5.544748	26.155692	22.4364	15.097	27.9	22.4
158	158_4	828	3.985084	-1.054135	31.958257	23.94088	20.444	34.3	24.1
158	158_5	839	3.663302	1.257656	25.20417	20.58326	18.64	26.1	20.8
158	158_5	838	4.238264	6.178773	28.58796	21.63189	17.361	31.1	22.2
158	158_5	833	-3.331132	-4.230587	29.21303	23.83106	25.622	36.3	24.8
158	158_5	835	-9.239751	1.00438	30.11799	23.33064	26.098	33.5	24.7
158	158_5	837	-3.151933	7.651781	31.09087	25.89951	31.225	32.4	26.8
158	158_5	834	-7.205505	-1.821435	35.94272	26.34676	22.641	37.7	27.3
158	158_5	836	-4.745873	5.43604	42.74741	27.50106	28.19	44.9	28.1
17	17_1	1003	-5.421849	2.933117	31.123652	29.52345	37.928	32.7	31.2
17	17_1	1009	3.281957	-4.765173	38.332195	28.29747	42.224	39.7	29.6
17	17_1	1004	-1.264276	7.973103	39.641613	29.04934	45.377	40.8	31.5
17	17_1	1006	7.665334	7.111131	41.39458	28.69285	24.72	42.9	28.5
17	17_1	1005	2.675997	5.164303	42.897227	30.43842	41.093	46	32.4
17	17_1	1007	7.797651	2.421763	44.208642	30.9849	38.614	46.5	32.4
17	17_1	1001	-3.030122	-2.736249	44.638081	28.47011	33.841	56.9	32.3
17	17_1	1008	6.921553	-2.003134	49.30454	29.47071	41.31	51.5	30.6
17	17_1	1002	-6.341471	-2.116289	51.784273	31.29034	26.518	55.1	33.7
17	17_2	1014	7.952017	-2.925208	26.77567	21.14586	3.142	27.5	29.3
17	17_2	1015	1.408886	-3.483178	27.74936	15.98242	8.216	28.3	28.5
17	17_2	1016	-5.177602	-4.393976	28.92009	27.18746	29.841	29.8	29.2
17	17_2	1011	0.879234	3.217527	33.16301	14.72757	1.031	34.7	30.9
17	17_2	1012	6.186026	2.621566	34.18218	26.81425	65.824	34.6	29.5
17	17_2	1017	-4.9762	-1.25044	47.28	21.71336	9.018	51.1	31.4
17	17_2	1010	-1.54409	4.627738	52.93079	28.21047	54.209	55.2	33
17	17_2	1013	7.954944	0.479959	54.30337	20.4254	3.449	58.5	32.8
17	17_3	1026	4.616146	-3.19723	19.240062	22.38413	9.097	20	19.5
17	17_3	1019	-1.904375	-3.617769	20.62252	18.37974	9.342	21.8	18.6
17	17_3	1020	-4.365741	-4.695395	21.816432	22.59371	6.851	21.8	22.4
17	17_3	1025	2.949531	0.149295	22.649918	24.5345	17.621	23.2	25.4
17	17_3	1024	5.713135	1.792291	24.118873	21.73672	13.995	26	23.2
17	17_3	1021	-3.261926	-2.669066	24.144788	23.11815	9.724	24.7	24.1
17	17_3	1023	2.588031	5.542917	31.092002	25.32599	19.533	32.1	25.7
17	17_3	1022	-2.340104	0.275019	32.385253	24.9424	16.056	33.1	26
17	17_3	1018	1.395631	-2.506687	33.638411	26.27651	15.39	35.9	27.4
17	17_4	1027	-3.238605	2.53081	20.371545	21.8586	4.525	21.1	19.8
17	17_4	1033	-2.079198	-1.766749	20.445629	19.3473	14.315	21	19.6
17	17_4	1035	-5.733765	-3.388635	23.649791	21.33389	13.224	25.5	15.3
17	17_4	1031	4.937197	-4.637607	24.370179	24.8201	18.12	25.9	25.3
17	17_4	1029	-0.327801	1.703084	24.45709	23.57063	12.403	25.3	23.8
17	17_4	1028	-1.82791	3.126294	27.279365	24.09571	8.622	28.1	25.2
17	17_4	1034	-4.446715	-3.497118	30.052724	23.96565	15.104	31.3	24.6
17	17_4	1032	1.047375	-3.755073	30.309534	24.6164	15.895	31.4	27
17	17_4	1030	1.474332	0.809882	31.80036	26.07955	7.952	32.5	28
17	17_4	1036	-6.033385	4.269762	32.448706	27.45086	13.048	33.2	27.8
17	17_5	1043	0.615047	3.408141	21.313972	24.16377	13.963	22.6	24.4
17	17_5	1039	-4.123742	-1.601539	22.138431	26.43232	11.78	22.9	22.6
17	17_5	1038	-2.021786	-2.309955	23.109503	27.49245	17.101	24.3	27.7
17	17_5	1041	-6.381868	3.807217	24.521244	26.90223	13.815	25.6	27.5
17	17_5	1044	3.382179	1.013115	28.628194	29.48712	13.811	28.9	30.1
17	17_5	1045	5.239429	0.497823	28.873445	30.22708	22.311	29.6	29.8
17	17_5	1037	-2.796949	-5.156411	31.380359	28.43042	19.055	32.6	29.4
17	17_5	1042	-4.040369	6.379329	33.364405	28.91586	25.162	33.7	30.6
17	17_5	1040	-5.488138	0.406825	38.708979	30.16545	17.7	41.6	30.7
17	17_5	1046	3.461086	-4.032345	42.470274	29.44603	33.321	27.7	30.5
2	2_1	107	-1.460158	1.329228	22.030754	19.34532	14.907	22.6	19.5
2	2_1	103	1.41364	-0.130624	22.330626	19.17668	12.467	23.8	20.8
2	2_1	106	-2.431648	-2.962441	22.820116	18.58436	16.935	24	19
2	2_1	108	1.032228	7.333638	27.464842	19.28098	19.912	29.3	20.5
2	2_1	102	1.852445	3.590195	27.632928	18.76539	16.951	28.2	20
2	2_1	104	1.176408	-3.886803	28.878517	21.15353	13.328	30.3	21.6
2	2_1	105	-0.852918	-6.42301	29.095896	20.27165	18.15	30.4	22.4
2	2_1	101	-0.640221	5.222494	29.325961	19.7668	14.545	31.2	21.1
2	2_1	109	-5.348783	0.645709	32.895684	21.02888	24.527	33.9	21.6
2	2_2	111	6.174223	-1.798587	27.344088	25.70287	13.811	29.4	25.8
2	2_2	114	-2.857932	-7.903122	28.26157	24.36723	21.978	30.1	25.6
2	2_2	113	3.677474	-6.817523	29.888943	24.50282	20.118	30.6	24.4
2	2_2	115	-4.42912	-3.911502	30.3331	24.81623	21.729	31.6	25.2
2	2_2	112	3.375814	-4.225251	30.624205	24.52366	19.375	31.1	25.7
2	2_2	110	2.946273	1.741899	34.52467	24.99086	25.494	36	25
2	2_2	117	9.758231	-1.519314	35.056665	24.33699	19.499	36	26.6
2	2_2	116	-3.617947	2.930151	36.328052	25.79243	25.446	38	26.6
2	2_3	124	2.803946	3.761773	21.654994	21.67272	16.552	22.1	21.9
2	2_3	123	-1.636932	4.244094	23.393417	22.86489	11.361	24.9	22.3
2	2_3	125	6.004542	3.783002	23.642931	19.20174	9.22	25.7	20.8
2	2_3	121	-0.314765	1.529207	23.982846	21.22674	13.557	25.9	23.8
2	2_3	120	-1.168141	-1.920784	25.376687	23.32802	18.671	26.7	24.1
2	2_3	118	2.881052	-6.46202	25.387846	22.34905	20.829	26.9	23.1
2	2_3	126	4.056274	0.953638	27.666479	23.58481	19.41	28.1	23.4
2	2_3	119	0.366691	-6.100329	28.651213	24.42406	15.179	29.9	24.5
2	2_3	122	-4.499415	0.406335	31.752449	22.77174	18.473	33.4	23.3
2	2_4	128	6.575931	-1.886022	23.331314	23.18455	20.41	24.1	23.9
2	2_4	130	-1.160416	-3.950836	25.962549	22.62646	22.344	27.6	23.3
2	2_4	133	-0.496644	6.006069	25.995699	23.37114	28.161	27.4	23.9
2	2_4	127	2.439497	2.263235	33.044467	26.05344	20.727	34.5	27.1
2	2_4	134	3.382424	6.783942	33.719531	26.11659	32.885	35.7	26.5
2	2_4	131	-5.193493	-1.56797	34.222753	26.79311	23.152	35.5	27.1
2	2_4	132	-1.95774	1.84884	35.181936	26.8484	26.149	37.3	28.5
2	2_4	129	3.450258	-3.239034	42.161354	26.39019	19.789	36.9	27.7
2	2_5	141	2.444572	-4.737385	22.443109	22.29296	21.144	23.2	23.1
2	2_5	137	-5.341442	4.42382	23.769522	23.77992	20.157	25.1	24.1
2	2_5	139	2.109791	0.714495	25.662181	21.74985	25.688	26.1	21.6
2	2_5	136	-4.583803	2.247077	27.624153	24.64931	14.249	29.1	24.5
2	2_5	138	-1.626887	3.254145	29.7564	24.4385	24.589	31.1	25.1
2	2_5	135	-2.559905	-0.9829	31.57816	23.01261	19.679	31	23.4
2	2_5	140	5.911576	-1.784708	32.866935	21.00917	31.611	35	24.2
2	2_5	142	-1.49493	-4.008542	37.500057	22.26894	19.339	37	25.4
20	20_1	1406	2.787148	2.243127	23.711308	23.44587	15.71	25.9	23.9
20	20_1	1408	4.031309	-1.55141	27.600762	22.85726	10.784	28.9	25.2
20	20_1	1402	-4.624843	0.535905	27.686443	27.00463	15.045	30.1	27.9
20	20_1	1403	-5.777097	3.298254	29.030185	26.73115	14.63	30	26.5
20	20_1	1404	-2.615887	8.551487	31.858522	27.63558	18.797	33.6	28.6
20	20_1	1405	0.609349	6.818106	33.076949	27.26609	15.234	35.4	28.9
20	20_1	1401	-1.634533	0.4323	37.499743	27.87788	21.155	39	30
20	20_1	1409	5.357897	-4.156453	39.184896	28.07755	17.501	41	29.4
20	20_1	1407	5.553522	1.772304	40.576544	27.58006	20.466	45.2	31
20	20_2	1415	-0.224301	-1.496651	19.936243	24.96863	4.984	21.2	22
20	20_2	1417	-4.361082	0.194639	20.060931	21.85393	4.729	20.7	22.5
20	20_2	1411	3.791162	-1.742756	25.584925	22.99968	4.756	27.7	24.1
20	20_2	1413	0.016144	-5.191827	26.398948	24.91925	5.607	26.7	24.8
20	20_2	1418	1.774073	3.128656	27.145144	23.96903	6.041	28.3	25.3
20	20_2	1416	-1.036794	-0.333905	27.218454	24.90263	4.665	28.1	26.7
20	20_2	1414	-3.153216	-3.069759	27.321125	24.72688	3.722	28.5	25.7
20	20_2	1410	5.159829	3.17306	36.07192	25.43237	6.205	38.4	27
20	20_2	1412	1.99863	-6.038405	36.515702	27.00738	4.621	38.6	28.1
20	20_3	1419	-4.246464	2.548362	21.55213	23.28893	13.411	22.5	19.4
20	20_3	1425	6.697361	-0.058427	22.72582	24.011	12.418	23.4	18.5
20	20_3	1424	8.202454	0.722999	24.47825	23.47867	10.433	25.3	24.6
20	20_3	1427	-0.564538	-3.65576	27.97708	24.92106	18.69	29	25.4
20	20_3	1420	-2.941277	4.618523	30.12254	20.41969	0.465	30.2	25.7
20	20_3	1423	7.105959	2.20195	31.05113	23.76304	9.05	34	27.1
20	20_3	1422	4.422726	2.977299	31.78837	26.84327	27.766	32.3	25.2
20	20_3	1428	-4.307768	-2.364624	32.92217	24.43256	25.216	33.9	25.8
